Sipariş No	Tedarikçi Barkod	Sipariş Miktarı	Tedarikçi Ürün Kodu	Tedarikçi Malzeme Adı	Kalem No	Stok Kodu	Stok Adı	Birim
SAS-5581743944	2604080994	36	120507296	23 FLEXI RULO BEYAZ 220x2,7	4190	HASURL0166	SUNGER PU RULO 23 DNS 190 NEWTON BEYAZ 220X2,7 DUZ	METRE
SAS-5581743944	2604080988	36	120507296	23 FLEXI RULO BEYAZ 220x2,7	4200	HASURL0166	SUNGER PU RULO 23 DNS 190 NEWTON BEYAZ 220X2,7 DUZ	METRE
SAS-5581743944	2604081273	36	120507296	23 FLEXI RULO BEYAZ 220x2,7	4210	HASURL0166	SUNGER PU RULO 23 DNS 190 NEWTON BEYAZ 220X2,7 DUZ	METRE
SAS-5581743944	2604081271	36	120507296	23 FLEXI RULO BEYAZ 220x2,7	4220	HASURL0166	SUNGER PU RULO 23 DNS 190 NEWTON BEYAZ 220X2,7 DUZ	METRE
SAS-5581743944	2604081274	36	120507296	23 FLEXI RULO BEYAZ 220x2,7	4230	HASURL0166	SUNGER PU RULO 23 DNS 190 NEWTON BEYAZ 220X2,7 DUZ	METRE
SAS-5581743944	2604040087	2	120577755	27 FLEXI DUZ GRI 188x158x23,5	4240	HASUPL11905	SUNGER PU PLAKA 27 DNS GRI 188X158X23,5 FLEXI DUZ	Adet
SAS-5581743944	2604072633	109	120238611	27 DURA BLOKCM GRI 198x188	4250	HASUBL0321	SUNGER PU BLOK 27 DNS GRI 198X188X120 DURA	M3
SAS-5581743944	2604072665	108	120575364	27 DURA BLOKCM GRI 198x192	4260	HASUBL0641	SUNGER PU BLOK 27 DNS GRI 198X192X120 DURA	M3
SAS-5581743944	2604072576	109	120575364	27 DURA BLOKCM GRI 198x192	4270	HASUBL0641	SUNGER PU BLOK 27 DNS GRI 198X192X120 DURA	M3
SAS-5581743944	2604072578	110	120575364	27 DURA BLOKCM GRI 198x192	4280	HASUBL0641	SUNGER PU BLOK 27 DNS GRI 198X192X120 DURA	M3
SAS-5581743944	2604072574	109	120575364	27 DURA BLOKCM GRI 198x192	4290	HASUBL0641	SUNGER PU BLOK 27 DNS GRI 198X192X120 DURA	M3
SAS-5581743944	2604072594	109	120575364	27 DURA BLOKCM GRI 198x192	4300	HASUBL0641	SUNGER PU BLOK 27 DNS GRI 198X192X120 DURA	M3
SAS-5581743944	2604072575	109	120575364	27 DURA BLOKCM GRI 198x192	4310	HASUBL0641	SUNGER PU BLOK 27 DNS GRI 198X192X120 DURA	M3
SAS-5581743944	2604072577	109	120575364	27 DURA BLOKCM GRI 198x192	4320	HASUBL0641	SUNGER PU BLOK 27 DNS GRI 198X192X120 DURA	M3
SAS-5581743944	2604072691	109	120568913	27 DURA BLOKCM GRI 198x161	4330	HASUBL0605	SUNGER PU BLOK 27 DNS GRI 198X161X120 DURA	M3
SAS-5581743944	2604072675	108	120547525	27 DURA BLOKCM GRI 198x181	4340	HASUBL0398	SUNGER PU BLOK 27 DNS GRI 198X181X120 DURA	M3
SAS-5581743944	2604072670	108	120238611	27 DURA BLOKCM GRI 198x188	4350	HASUBL0321	SUNGER PU BLOK 27 DNS GRI 198X188X120 DURA	M3
SAS-5581743944	2604072595	109	120575364	27 DURA BLOKCM GRI 198x192	4360	HASUBL0641	SUNGER PU BLOK 27 DNS GRI 198X192X120 DURA	M3
SAS-5581743944	2604072735	108	120565279	27 DURA BLOKCM GRI 198x70	4370	HASUBL0534	SUNGER PU BLOK 27 DNS GRI 198X70X120 DURA	M3
SAS-5581743944	2604072725	108	120576991	27 DURA BLOKCM GRI 198x131	4380	HASUBL0647	SUNGER PU BLOK 27 DNS GRI 198X131X120 DURA	M3
SAS-5581743944	2604072730	108	120568912	27 DURA BLOKCM GRI 198x100	4390	HASUBL0604	SUNGER PU BLOK 27 DNS GRI 198X100X120 DURA	M3
SAS-5581743944	2604072592	109	120575364	27 DURA BLOKCM GRI 198x192	4400	HASUBL0641	SUNGER PU BLOK 27 DNS GRI 198X192X120 DURA	M3
SAS-5581743944	2604072593	109	120575364	27 DURA BLOKCM GRI 198x192	4410	HASUBL0641	SUNGER PU BLOK 27 DNS GRI 198X192X120 DURA	M3
SAS-5581743944	2604072596	109	120575364	27 DURA BLOKCM GRI 198x192	4420	HASUBL0641	SUNGER PU BLOK 27 DNS GRI 198X192X120 DURA	M3
SAS-5581743944	2604072603	109	120575364	27 DURA BLOKCM GRI 198x192	4430	HASUBL0641	SUNGER PU BLOK 27 DNS GRI 198X192X120 DURA	M3
SAS-5581743944	2604072604	109	120575364	27 DURA BLOKCM GRI 198x192	4440	HASUBL0641	SUNGER PU BLOK 27 DNS GRI 198X192X120 DURA	M3
SAS-5581743944	2604072622	109	120575364	27 DURA BLOKCM GRI 198x192	4450	HASUBL0641	SUNGER PU BLOK 27 DNS GRI 198X192X120 DURA	M3
SAS-5581743944	2604072621	109	120575364	27 DURA BLOKCM GRI 198x192	4460	HASUBL0641	SUNGER PU BLOK 27 DNS GRI 198X192X120 DURA	M3
SAS-5581743944	2604072605	109	120575364	27 DURA BLOKCM GRI 198x192	4470	HASUBL0641	SUNGER PU BLOK 27 DNS GRI 198X192X120 DURA	M3
SAS-5581743944	2604072705	109	120563803	27 DURA BLOKCM GRI 198x136	4480	HASUBL0515	SUNGER PU BLOK 27 DNS GRI 198X136X120 DURA	M3
SAS-5581743944	2604072709	109	120563803	27 DURA BLOKCM GRI 198x136	4490	HASUBL0515	SUNGER PU BLOK 27 DNS GRI 198X136X120 DURA	M3
SAS-5581743944	2604072702	109	120245701	27 DURA BLOKCM GRI 198x144	4500	HASUBL0346	SUNGER PU BLOK 27 DNS GRI 198X144X120 DURA	M3
SAS-5581743944	2604072710	109	120563803	27 DURA BLOKCM GRI 198x136	4510	HASUBL0515	SUNGER PU BLOK 27 DNS GRI 198X136X120 DURA	M3
SAS-5581743944	2604072724	108	120576991	27 DURA BLOKCM GRI 198x131	4520	HASUBL0647	SUNGER PU BLOK 27 DNS GRI 198X131X120 DURA	M3
SAS-5581743944	2604072733	108	120565279	27 DURA BLOKCM GRI 198x70	4530	HASUBL0534	SUNGER PU BLOK 27 DNS GRI 198X70X120 DURA	M3
SAS-5581743944	2604072734	108	120565279	27 DURA BLOKCM GRI 198x70	4540	HASUBL0534	SUNGER PU BLOK 27 DNS GRI 198X70X120 DURA	M3
SAS-5581743944	2604072759	106	120565516	27 DURA BLOKCM GRI 200x198	4550	HASUBL0540	SUNGER PU BLOK 27 DNS GRI 200X198X120 DURA	M3
SAS-5581743944	2604040086	2	120577755	27 FLEXI DUZ GRI 188x158x23,5	4560	HASUPL11905	SUNGER PU PLAKA 27 DNS GRI 188X158X23,5 FLEXI DUZ	Adet
SAS-5581743944	2604040085	2	120577755	27 FLEXI DUZ GRI 188x158x23,5	4570	HASUPL11905	SUNGER PU PLAKA 27 DNS GRI 188X158X23,5 FLEXI DUZ	Adet
SAS-5581743944	2604040083	2	120577755	27 FLEXI DUZ GRI 188x158x23,5	4580	HASUPL11905	SUNGER PU PLAKA 27 DNS GRI 188X158X23,5 FLEXI DUZ	Adet
SAS-5581743944	2604040082	2	120577755	27 FLEXI DUZ GRI 188x158x23,5	4590	HASUPL11905	SUNGER PU PLAKA 27 DNS GRI 188X158X23,5 FLEXI DUZ	Adet
SAS-5581743944	2604080973	36	120507296	23 FLEXI RULO BEYAZ 220x2,7	4600	HASURL0166	SUNGER PU RULO 23 DNS 190 NEWTON BEYAZ 220X2,7 DUZ	METRE
SAS-5581743944	2604081188	36	120507296	23 FLEXI RULO BEYAZ 220x2,7	4610	HASURL0166	SUNGER PU RULO 23 DNS 190 NEWTON BEYAZ 220X2,7 DUZ	METRE
SAS-5581743944	2604080980	36	120507296	23 FLEXI RULO BEYAZ 220x2,7	4620	HASURL0166	SUNGER PU RULO 23 DNS 190 NEWTON BEYAZ 220X2,7 DUZ	METRE
SAS-5581743944	2604081272	36	120507296	23 FLEXI RULO BEYAZ 220x2,7	4630	HASURL0166	SUNGER PU RULO 23 DNS 190 NEWTON BEYAZ 220X2,7 DUZ	METRE
SAS-5581743944	2604080979	36	120507296	23 FLEXI RULO BEYAZ 220x2,7	4640	HASURL0166	SUNGER PU RULO 23 DNS 190 NEWTON BEYAZ 220X2,7 DUZ	METRE
SAS-5581743944	2604081270	36	120507296	23 FLEXI RULO BEYAZ 220x2,7	4650	HASURL0166	SUNGER PU RULO 23 DNS 190 NEWTON BEYAZ 220X2,7 DUZ	METRE
SAS-5581743944	2604081269	36	120507296	23 FLEXI RULO BEYAZ 220x2,7	4660	HASURL0166	SUNGER PU RULO 23 DNS 190 NEWTON BEYAZ 220X2,7 DUZ	METRE
SAS-5581743944	2604081189	36	120507296	23 FLEXI RULO BEYAZ 220x2,7	4670	HASURL0166	SUNGER PU RULO 23 DNS 190 NEWTON BEYAZ 220X2,7 DUZ	METRE
SAS-5581743944	2604081187	36	120507296	23 FLEXI RULO BEYAZ 220x2,7	4680	HASURL0166	SUNGER PU RULO 23 DNS 190 NEWTON BEYAZ 220X2,7 DUZ	METRE
SAS-5581743944	2604081190	36	120507296	23 FLEXI RULO BEYAZ 220x2,7	4690	HASURL0166	SUNGER PU RULO 23 DNS 190 NEWTON BEYAZ 220X2,7 DUZ	METRE
SAS-5581743944	2604081197	36	120507296	23 FLEXI RULO BEYAZ 220x2,7	4700	HASURL0166	SUNGER PU RULO 23 DNS 190 NEWTON BEYAZ 220X2,7 DUZ	METRE
SAS-5581743944	2604081198	36	120507296	23 FLEXI RULO BEYAZ 220x2,7	4710	HASURL0166	SUNGER PU RULO 23 DNS 190 NEWTON BEYAZ 220X2,7 DUZ	METRE
SAS-5581743944	2604072669	108	120238611	27 DURA BLOKCM GRI 198x188	4720	HASUBL0321	SUNGER PU BLOK 27 DNS GRI 198X188X120 DURA	M3
SAS-5581743944	2604072672	108	120238611	27 DURA BLOKCM GRI 198x188	4730	HASUBL0321	SUNGER PU BLOK 27 DNS GRI 198X188X120 DURA	M3
SAS-5581743944	2603301701	10	120576754	32 VISCO PE DUZ BEYAZ 195x175x2,5	4740	HASUPL11416	SUNGER VISCO PLAKA 32 DNS BEYAZ 195X175X2,5 NORMAL DUZ (KAPALI HUCRE)	Adet
SAS-5581743944	2604080983	36	120507296	23 FLEXI RULO BEYAZ 220x2,7	4750	HASURL0166	SUNGER PU RULO 23 DNS 190 NEWTON BEYAZ 220X2,7 DUZ	METRE
SAS-5581743944	2604081192	36	120507296	23 FLEXI RULO BEYAZ 220x2,7	4760	HASURL0166	SUNGER PU RULO 23 DNS 190 NEWTON BEYAZ 220X2,7 DUZ	METRE
SAS-5581743944	2604081193	36	120507296	23 FLEXI RULO BEYAZ 220x2,7	4770	HASURL0166	SUNGER PU RULO 23 DNS 190 NEWTON BEYAZ 220X2,7 DUZ	METRE
SAS-5581743944	2604081191	36	120507296	23 FLEXI RULO BEYAZ 220x2,7	4780	HASURL0166	SUNGER PU RULO 23 DNS 190 NEWTON BEYAZ 220X2,7 DUZ	METRE
SAS-5581743944	2604080986	36	120507296	23 FLEXI RULO BEYAZ 220x2,7	4790	HASURL0166	SUNGER PU RULO 23 DNS 190 NEWTON BEYAZ 220X2,7 DUZ	METRE
SAS-5581743944	2604080985	36	120507296	23 FLEXI RULO BEYAZ 220x2,7	4800	HASURL0166	SUNGER PU RULO 23 DNS 190 NEWTON BEYAZ 220X2,7 DUZ	METRE
SAS-5581743944	2604080982	36	120507296	23 FLEXI RULO BEYAZ 220x2,7	4810	HASURL0166	SUNGER PU RULO 23 DNS 190 NEWTON BEYAZ 220X2,7 DUZ	METRE
SAS-5581743944	2604080987	36	120507296	23 FLEXI RULO BEYAZ 220x2,7	4820	HASURL0166	SUNGER PU RULO 23 DNS 190 NEWTON BEYAZ 220X2,7 DUZ	METRE
SAS-5581743944	2604081195	36	120507296	23 FLEXI RULO BEYAZ 220x2,7	4830	HASURL0166	SUNGER PU RULO 23 DNS 190 NEWTON BEYAZ 220X2,7 DUZ	METRE
SAS-5581743944	2604081196	36	120507296	23 FLEXI RULO BEYAZ 220x2,7	4840	HASURL0166	SUNGER PU RULO 23 DNS 190 NEWTON BEYAZ 220X2,7 DUZ	METRE
SAS-5581743944	2604081186	36	120507296	23 FLEXI RULO BEYAZ 220x2,7	4850	HASURL0166	SUNGER PU RULO 23 DNS 190 NEWTON BEYAZ 220X2,7 DUZ	METRE
SAS-5581743944	2604081199	36	120507296	23 FLEXI RULO BEYAZ 220x2,7	4860	HASURL0166	SUNGER PU RULO 23 DNS 190 NEWTON BEYAZ 220X2,7 DUZ	METRE
SAS-5581743944	2604091629	110	120568080	27 SOFT BLOKCM GRI 195x145	4870	HASUBL0592	SUNGER PU BLOK 27 DNS GRI 195x145X120 SOFT	M3
SAS-5581743944	2604091630	110	120568080	27 SOFT BLOKCM GRI 195x145	4880	HASUBL0592	SUNGER PU BLOK 27 DNS GRI 195x145X120 SOFT	M3
SAS-5581743944	2604091628	110	120568080	27 SOFT BLOKCM GRI 195x145	4890	HASUBL0592	SUNGER PU BLOK 27 DNS GRI 195x145X120 SOFT	M3
SAS-5581743944	2604091631	110	120568080	27 SOFT BLOKCM GRI 195x145	4900	HASUBL0592	SUNGER PU BLOK 27 DNS GRI 195x145X120 SOFT	M3
SAS-5581743944	2604091701	113	120551942	23 FLEXI BLOKCM MAVI 198x148	4910	HASUBL0419	SUNGER PU BLOK 23 DNS 190 NEWTON ACIK MAVI 198X148X120	M3
SAS-5581743944	2604091702	113	120551942	23 FLEXI BLOKCM MAVI 198x148	4920	HASUBL0419	SUNGER PU BLOK 23 DNS 190 NEWTON ACIK MAVI 198X148X120	M3
SAS-5581743944	2604091746	113	120551942	23 FLEXI BLOKCM MAVI 198x148	4930	HASUBL0419	SUNGER PU BLOK 23 DNS 190 NEWTON ACIK MAVI 198X148X120	M3
SAS-5581743944	2604091745	113	120551942	23 FLEXI BLOKCM MAVI 198x148	4940	HASUBL0419	SUNGER PU BLOK 23 DNS 190 NEWTON ACIK MAVI 198X148X120	M3
SAS-5581743944	2604082186	108	120577931	27 DURA BLOKCM GRI 192x134	4950	HASUBL0657	SUNGER PU BLOK 27 DNS GRI 192X134X120 DURA	M3
SAS-5581743944	2604082195	108	120577929	27 DURA BLOKCM GRI 192x121	4960	HASUBL0656	SUNGER PU BLOK 27 DNS GRI 192X121X120 DURA	M3
SAS-5581743944	2604082187	108	120577931	27 DURA BLOKCM GRI 192x134	4970	HASUBL0657	SUNGER PU BLOK 27 DNS GRI 192X134X120 DURA	M3
SAS-5581743944	2604082192	108	120577929	27 DURA BLOKCM GRI 192x121	4980	HASUBL0656	SUNGER PU BLOK 27 DNS GRI 192X121X120 DURA	M3
SAS-5581743944	2604082193	108	120577929	27 DURA BLOKCM GRI 192x121	4990	HASUBL0656	SUNGER PU BLOK 27 DNS GRI 192X121X120 DURA	M3
SAS-5581743944	2604091670	110	120210363	23 FLEXI BLOKCM MAVI 198x178	5000	HASUBL0292	SUNGER PU BLOK 23 DNS 190 NEWTON ACIK MAVI 198X178X120	M3
SAS-5581743944	2604091693	109	120210362	23 FLEXI BLOKCM MAVI 198x158	5010	HASUBL0282	SUNGER PU BLOK 23 DNS 190 NEWTON ACIK MAVI 198X158X120	M3
SAS-5581743944	2604091688	109	120210362	23 FLEXI BLOKCM MAVI 198x158	5020	HASUBL0282	SUNGER PU BLOK 23 DNS 190 NEWTON ACIK MAVI 198X158X120	M3
SAS-5581743944	2604091400	108	120554968	27 SOFT BLOKCM GRI 188x135	5030	HASUBL0110	SUNGER PU BLOK 27 DNS GRI 188X135X120 SOFT	M3
SAS-5581743944	2604091453	90	120568079	27 SOFT BLOKCM GRI 185x132	5040	HASUBL0591	SUNGER PU BLOK 27 DNS ACIK GRI 185X132X120 SOFT	M3
SAS-5581743944	2604091444	100	120568079	27 SOFT BLOKCM GRI 185x132	5050	HASUBL0591	SUNGER PU BLOK 27 DNS ACIK GRI 185X132X120 SOFT	M3
SAS-5581743944	2604091445	100	120568079	27 SOFT BLOKCM GRI 185x132	5060	HASUBL0591	SUNGER PU BLOK 27 DNS ACIK GRI 185X132X120 SOFT	M3
SAS-5581743944	2604091403	108	120201418	27 SOFT BLOKCM GRI 188x133	5070	HASUBL0083	SUNGER PU BLOK 27 DNS GRI 188X133X120 SOFT	M3
SAS-5581743944	2604091413	108	120201418	27 SOFT BLOKCM GRI 188x133	5080	HASUBL0083	SUNGER PU BLOK 27 DNS GRI 188X133X120 SOFT	M3
SAS-5581743944	2604091407	108	120201418	27 SOFT BLOKCM GRI 188x133	5090	HASUBL0083	SUNGER PU BLOK 27 DNS GRI 188X133X120 SOFT	M3
SAS-5581743944	2604091402	108	120201418	27 SOFT BLOKCM GRI 188x133	5100	HASUBL0083	SUNGER PU BLOK 27 DNS GRI 188X133X120 SOFT	M3
SAS-5581743944	2604091425	107	120201418	27 SOFT BLOKCM GRI 188x133	5110	HASUBL0083	SUNGER PU BLOK 27 DNS GRI 188X133X120 SOFT	M3
SAS-5581743944	2604091412	108	120201418	27 SOFT BLOKCM GRI 188x133	5120	HASUBL0083	SUNGER PU BLOK 27 DNS GRI 188X133X120 SOFT	M3
SAS-5581743944	2604091430	106	120201418	27 SOFT BLOKCM GRI 188x133	5130	HASUBL0083	SUNGER PU BLOK 27 DNS GRI 188X133X120 SOFT	M3
SAS-5581743944	2604091424	107	120201418	27 SOFT BLOKCM GRI 188x133	5140	HASUBL0083	SUNGER PU BLOK 27 DNS GRI 188X133X120 SOFT	M3
SAS-5581743944	2604091437	106	120566847	27 SOFT BLOKCM GRI 188x95	5150	HASUBL0569	SUNGER PU BLOK 27 DNS GRI 188X95X120 SOFT	M3
SAS-5581743944	2604091440	106	120566847	27 SOFT BLOKCM GRI 188x95	5160	HASUBL0569	SUNGER PU BLOK 27 DNS GRI 188X95X120 SOFT	M3
SAS-5581743944	2604091438	106	120566847	27 SOFT BLOKCM GRI 188x95	5170	HASUBL0569	SUNGER PU BLOK 27 DNS GRI 188X95X120 SOFT	M3
SAS-5581743944	2604091439	106	120566847	27 SOFT BLOKCM GRI 188x95	5180	HASUBL0569	SUNGER PU BLOK 27 DNS GRI 188X95X120 SOFT	M3
SAS-5581743944	2604091434	106	120566847	27 SOFT BLOKCM GRI 188x95	5190	HASUBL0569	SUNGER PU BLOK 27 DNS GRI 188X95X120 SOFT	M3
SAS-5581743944	2604091690	109	120210362	23 FLEXI BLOKCM MAVI 198x158	5200	HASUBL0282	SUNGER PU BLOK 23 DNS 190 NEWTON ACIK MAVI 198X158X120	M3
SAS-5581743944	2604090501	375	121010783	28 CRIP5 RULO BEYAZ 220x0,3	5210	HASURL0100	SUNGER PU RULO 28 DNS FR BEYAZ 230X0,3 DUZ	METRE
SAS-5581743944	2604090502	375	121010783	28 CRIP5 RULO BEYAZ 220x0,3	5220	HASURL0100	SUNGER PU RULO 28 DNS FR BEYAZ 230X0,3 DUZ	METRE
SAS-5581743944	2604090650	375	121010783	28 CRIP5 RULO BEYAZ 220x0,3	5230	HASURL0100	SUNGER PU RULO 28 DNS FR BEYAZ 230X0,3 DUZ	METRE
SAS-5581743944	2604090385	375	121010783	28 CRIP5 RULO BEYAZ 220x0,3	5240	HASURL0100	SUNGER PU RULO 28 DNS FR BEYAZ 230X0,3 DUZ	METRE
SAS-5581743944	2604090383	375	121010783	28 CRIP5 RULO BEYAZ 220x0,3	5250	HASURL0100	SUNGER PU RULO 28 DNS FR BEYAZ 230X0,3 DUZ	METRE
SAS-5581743944	2604090386	375	121010783	28 CRIP5 RULO BEYAZ 220x0,3	5260	HASURL0100	SUNGER PU RULO 28 DNS FR BEYAZ 230X0,3 DUZ	METRE
SAS-5581743944	2604090384	375	121010783	28 CRIP5 RULO BEYAZ 220x0,3	5270	HASURL0100	SUNGER PU RULO 28 DNS FR BEYAZ 230X0,3 DUZ	METRE
SAS-5581743944	2604090562	375	121010783	28 CRIP5 RULO BEYAZ 220x0,3	5280	HASURL0100	SUNGER PU RULO 28 DNS FR BEYAZ 230X0,3 DUZ	METRE
SAS-5581743944	2604090651	375	121010783	28 CRIP5 RULO BEYAZ 220x0,3	5290	HASURL0100	SUNGER PU RULO 28 DNS FR BEYAZ 230X0,3 DUZ	METRE
SAS-5581743944	2604090338	375	121010783	28 CRIP5 RULO BEYAZ 220x0,3	5300	HASURL0100	SUNGER PU RULO 28 DNS FR BEYAZ 230X0,3 DUZ	METRE
SAS-5581743944	2604090565	375	121010783	28 CRIP5 RULO BEYAZ 220x0,3	5310	HASURL0100	SUNGER PU RULO 28 DNS FR BEYAZ 230X0,3 DUZ	METRE
SAS-5581743944	2604090563	375	121010783	28 CRIP5 RULO BEYAZ 220x0,3	5320	HASURL0100	SUNGER PU RULO 28 DNS FR BEYAZ 230X0,3 DUZ	METRE
SAS-5581743944	2604090339	375	121010783	28 CRIP5 RULO BEYAZ 220x0,3	5330	HASURL0100	SUNGER PU RULO 28 DNS FR BEYAZ 230X0,3 DUZ	METRE
SAS-5581743944	2604090652	375	121010783	28 CRIP5 RULO BEYAZ 220x0,3	5340	HASURL0100	SUNGER PU RULO 28 DNS FR BEYAZ 230X0,3 DUZ	METRE
SAS-5581743944	2604090564	375	121010783	28 CRIP5 RULO BEYAZ 220x0,3	5350	HASURL0100	SUNGER PU RULO 28 DNS FR BEYAZ 230X0,3 DUZ	METRE
SAS-5581743944	2604090340	375	121010783	28 CRIP5 RULO BEYAZ 220x0,3	5360	HASURL0100	SUNGER PU RULO 28 DNS FR BEYAZ 230X0,3 DUZ	METRE
SAS-5581743944	2604090499	375	121010783	28 CRIP5 RULO BEYAZ 220x0,3	5370	HASURL0100	SUNGER PU RULO 28 DNS FR BEYAZ 230X0,3 DUZ	METRE
SAS-5581743944	2604090341	375	121010783	28 CRIP5 RULO BEYAZ 220x0,3	5380	HASURL0100	SUNGER PU RULO 28 DNS FR BEYAZ 230X0,3 DUZ	METRE
SAS-5581743944	2604090500	375	121010783	28 CRIP5 RULO BEYAZ 220x0,3	5390	HASURL0100	SUNGER PU RULO 28 DNS FR BEYAZ 230X0,3 DUZ	METRE
SAS-5581743944	2604090344	375	121010783	28 CRIP5 RULO BEYAZ 220x0,3	5400	HASURL0100	SUNGER PU RULO 28 DNS FR BEYAZ 230X0,3 DUZ	METRE
SAS-5581743944	2604090343	375	121010783	28 CRIP5 RULO BEYAZ 220x0,3	5410	HASURL0100	SUNGER PU RULO 28 DNS FR BEYAZ 230X0,3 DUZ	METRE
SAS-5581743944	2604090443	229	121010783	28 CRIP5 RULO BEYAZ 220x0,3	5420	HASURL0100	SUNGER PU RULO 28 DNS FR BEYAZ 230X0,3 DUZ	METRE
SAS-5581743944	2604090739	315	121010783	28 CRIP5 RULO BEYAZ 220x0,3	5430	HASURL0100	SUNGER PU RULO 28 DNS FR BEYAZ 230X0,3 DUZ	METRE
SAS-5581743944	2604082196	108	120578470	27 DURA BLOKCM GRI 192x124	5440	HASUBL0690	SUNGER PU BLOK 27 DNS GRI 192X124X120 DURA	M3
SAS-5581743944	2604082194	108	120577929	27 DURA BLOKCM GRI 192x121	5450	HASUBL0656	SUNGER PU BLOK 27 DNS GRI 192X121X120 DURA	M3
SAS-5581743944	2604082200	103	120575365	27 DURA BLOKCM GRI 192x74	5460	HASUBL0640	SUNGER PU BLOK 27 DNS GRI 192X74X120 DURA	M3
SAS-5581743944	2604082199	106	120578471	27 DURA BLOKCM GRI 192x144	5470	HASUBL0691	SUNGER PU BLOK 27 DNS GRI 192X144X120 DURA	M3
SAS-5581743944	2604082197	108	120575365	27 DURA BLOKCM GRI 192x74	5480	HASUBL0640	SUNGER PU BLOK 27 DNS GRI 192X74X120 DURA	M3
SAS-5581743944	2604082198	106	120577696	27 DURA BLOKCM GRI 192x188	5490	HASUBL0652	SUNGER PU BLOK 27 DNS GRI 192X188X120 DURA	M3
SAS-5581743944	2604091704	113	120551942	23 FLEXI BLOKCM MAVI 198x148	5500	HASUBL0419	SUNGER PU BLOK 23 DNS 190 NEWTON ACIK MAVI 198X148X120	M3
SAS-5581743944	2604091705	113	120551942	23 FLEXI BLOKCM MAVI 198x148	5510	HASUBL0419	SUNGER PU BLOK 23 DNS 190 NEWTON ACIK MAVI 198X148X120	M3
SAS-5581743944	2604091686	109	120210362	23 FLEXI BLOKCM MAVI 198x158	5520	HASUBL0282	SUNGER PU BLOK 23 DNS 190 NEWTON ACIK MAVI 198X158X120	M3
SAS-5581743944	2604091687	109	120210362	23 FLEXI BLOKCM MAVI 198x158	5530	HASUBL0282	SUNGER PU BLOK 23 DNS 190 NEWTON ACIK MAVI 198X158X120	M3
SAS-5581743944	2604100778	107	120560460	23 FLEXI BLOKCM MAVI 188x135	5540	HASUBL0458	SUNGER PU BLOK 23 DNS 190 NEWTON ACIK MAVI 188X135X120	M3
SAS-5581743944	2604100773	107	120560460	23 FLEXI BLOKCM MAVI 188x135	5550	HASUBL0458	SUNGER PU BLOK 23 DNS 190 NEWTON ACIK MAVI 188X135X120	M3
SAS-5581743944	2604072661	108	120565516	27 DURA BLOKCM GRI 200x198	5560	HASUBL0540	SUNGER PU BLOK 27 DNS GRI 200X198X120 DURA	M3
SAS-5581743944	2604072660	108	120238611	27 DURA BLOKCM GRI 198x188	5570	HASUBL0321	SUNGER PU BLOK 27 DNS GRI 198X188X120 DURA	M3
SAS-5581743944	2604100799	109	120560460	23 FLEXI BLOKCM MAVI 188x135	5580	HASUBL0458	SUNGER PU BLOK 23 DNS 190 NEWTON ACIK MAVI 188X135X120	M3
SAS-5581743944	2604100798	109	120560460	23 FLEXI BLOKCM MAVI 188x135	5590	HASUBL0458	SUNGER PU BLOK 23 DNS 190 NEWTON ACIK MAVI 188X135X120	M3
SAS-5581743944	2604100777	107	120560460	23 FLEXI BLOKCM MAVI 188x135	5600	HASUBL0458	SUNGER PU BLOK 23 DNS 190 NEWTON ACIK MAVI 188X135X120	M3
SAS-5581743944	2604072731	108	120565279	27 DURA BLOKCM GRI 198x70	5610	HASUBL0534	SUNGER PU BLOK 27 DNS GRI 198X70X120 DURA	M3
SAS-5581743944	2604082179	108	120578471	27 DURA BLOKCM GRI 192x144	5620	HASUBL0691	SUNGER PU BLOK 27 DNS GRI 192X144X120 DURA	M3
SAS-5581743944	2604082178	108	120578471	27 DURA BLOKCM GRI 192x144	5630	HASUBL0691	SUNGER PU BLOK 27 DNS GRI 192X144X120 DURA	M3
SAS-5581743944	2604082177	108	120578471	27 DURA BLOKCM GRI 192x144	5640	HASUBL0691	SUNGER PU BLOK 27 DNS GRI 192X144X120 DURA	M3
SAS-5581743944	2604082150	108	120577932	27 DURA BLOKCM GRI 192x164	5650	HASUBL0658	SUNGER PU BLOK 27 DNS GRI 192X164X120 DURA	M3
SAS-5581743944	2604082136	108	120577696	27 DURA BLOKCM GRI 192x188	5660	HASUBL0652	SUNGER PU BLOK 27 DNS GRI 192X188X120 DURA	M3
SAS-5581743944	2604082135	108	120577696	27 DURA BLOKCM GRI 192x188	5670	HASUBL0652	SUNGER PU BLOK 27 DNS GRI 192X188X120 DURA	M3
SAS-5581743944	2604082132	102	120577696	27 DURA BLOKCM GRI 192x188	5680	HASUBL0652	SUNGER PU BLOK 27 DNS GRI 192X188X120 DURA	M3
SAS-5581743944	2604082140	109	120577696	27 DURA BLOKCM GRI 192x188	5690	HASUBL0652	SUNGER PU BLOK 27 DNS GRI 192X188X120 DURA	M3
SAS-5581743944	2604082137	109	120577696	27 DURA BLOKCM GRI 192x188	5700	HASUBL0652	SUNGER PU BLOK 27 DNS GRI 192X188X120 DURA	M3
SAS-5581743944	2604091689	109	120210362	23 FLEXI BLOKCM MAVI 198x158	5710	HASUBL0282	SUNGER PU BLOK 23 DNS 190 NEWTON ACIK MAVI 198X158X120	M3
